# Identifiability Atlas for Biexponential IVIM model
# D_true/Dstar_true/f_true: Absolute parameters (mm^2/s, mm^2/s, unitless)
# snr: Signal-to-Noise ratio
# shrinkage_D/Dstar/f: relative marginal width shrinkage (1 - post_90_width / prior_90_width)
# corr_f_Dstar: Pearson correlation between f and D* samples
# mono_collapse_indicator: Posterior mass on f < 0.025
# classification: recoverable, f-D* trade-off, or mono-exp collapse
D_true,Dstar_true,f_true,snr,shrinkage_D,shrinkage_Dstar,shrinkage_f,corr_f_Dstar,mono_collapse_indicator,classification
0.0006,0.05714285714285715,0.3271428571428572,10.0,0.3074932,0.14503378,0.08222753,-0.18449895888645507,0.05999999865889549,f-D* trade-off
0.0006,0.05714285714285715,0.38857142857142857,10.0,0.19914132,0.07702607,0.03726673,-0.09716312553262105,0.0560000017285347,f-D* trade-off
0.0006,0.05714285714285715,0.45,10.0,0.18421245,0.054930866,0.094703436,0.005022683179373873,0.014999999664723873,f-D* trade-off
0.0006,0.07285714285714286,0.02,10.0,0.7858427,0.1789205,0.4332196,-0.2767604208268963,0.15199999511241913,f-D* trade-off
0.0006,0.07285714285714286,0.08142857142857143,10.0,0.700657,0.18788505,0.2959354,-0.27416910547848944,0.09000000357627869,f-D* trade-off
0.0006,0.07285714285714286,0.14285714285714285,10.0,0.6036601,0.15338272,0.1471296,-0.2548302821905336,0.08699999749660492,f-D* trade-off
0.0006,0.07285714285714286,0.20428571428571426,10.0,0.5173955,0.1481998,0.12411255,-0.28167183787196515,0.05999999865889549,f-D* trade-off
0.0006,0.07285714285714286,0.26571428571428574,10.0,0.43227625,0.12649965,0.091204405,-0.23957480948681315,0.06400000303983688,f-D* trade-off
0.0006,0.07285714285714286,0.3271428571428572,10.0,0.30219984,0.12924868,0.054246187,-0.20388507070992642,0.06300000101327896,f-D* trade-off
0.0006,0.07285714285714286,0.38857142857142857,10.0,0.20911372,0.07098204,0.03185475,-0.12944122066936228,0.0560000017285347,f-D* trade-off
0.0006,0.07285714285714286,0.45,10.0,0.17957884,0.03610599,0.08377802,0.04287583627896636,0.026000000536441803,f-D* trade-off
0.0006,0.08857142857142856,0.02,10.0,0.77237463,0.22157502,0.43281853,-0.2927005033690068,0.1459999978542328,f-D* trade-off
0.0006,0.08857142857142856,0.08142857142857143,10.0,0.6986015,0.2085042,0.28909236,-0.27806810669583193,0.09399999678134918,f-D* trade-off
0.0006,0.08857142857142856,0.14285714285714285,10.0,0.61161333,0.09802556,0.16682535,-0.33204897349320933,0.07699999958276749,f-D* trade-off
0.0006,0.08857142857142856,0.20428571428571426,10.0,0.53391415,0.11173296,0.07168907,-0.3029351287200662,0.07999999821186066,f-D* trade-off
0.0006,0.08857142857142856,0.26571428571428574,10.0,0.44617862,0.15154433,0.08646357,-0.26280800622845474,0.06199999898672104,f-D* trade-off
0.0006,0.08857142857142856,0.3271428571428572,10.0,0.30077213,0.19308877,0.061541438,-0.21819241171418186,0.052000001072883606,f-D* trade-off
0.0006,0.08857142857142856,0.38857142857142857,10.0,0.21545333,0.10205358,0.027633548,-0.159192282134902,0.0430000014603138,f-D* trade-off
0.0006,0.08857142857142856,0.45,10.0,0.21288306,0.0072324276,0.06520355,0.03726220268250714,0.020999999716877937,f-D* trade-off
0.0006,0.10428571428571429,0.02,10.0,0.7714287,0.21212006,0.43931693,-0.2963928440003213,0.16099999845027924,f-D* trade-off
0.0006,0.10428571428571429,0.08142857142857143,10.0,0.7082565,0.1919744,0.29661536,-0.28230116078211975,0.08100000023841858,f-D* trade-off
0.0006,0.10428571428571429,0.14285714285714285,10.0,0.5969936,0.1089291,0.16709268,-0.2934891805304701,0.08900000154972076,f-D* trade-off
0.0006,0.10428571428571429,0.20428571428571426,10.0,0.5343522,0.15001303,0.119638324,-0.2537005662997286,0.08900000154972076,f-D* trade-off
0.0006,0.10428571428571429,0.26571428571428574,10.0,0.43406355,0.13082421,0.07503432,-0.2850067127684384,0.06800000369548798,f-D* trade-off
0.0006,0.10428571428571429,0.3271428571428572,10.0,0.31718773,0.08353883,0.05131316,-0.18745780453530378,0.06599999964237213,f-D* trade-off
0.0006,0.10428571428571429,0.38857142857142857,10.0,0.19777232,0.06931019,0.03759384,-0.09448029253867489,0.04100000113248825,f-D* trade-off
0.0006,0.10428571428571429,0.45,10.0,0.2176497,0.007871151,0.08404857,0.08937779340959869,0.017000000923871994,f-D* trade-off
0.0006,0.12,0.02,10.0,0.77987343,0.2308138,0.456654,-0.3274844490104294,0.13300000131130219,f-D* trade-off
